.Box: 24.9781454025390417,24.9781454025390417,24.9781454025390417
17.257073 5.466073 13.295073 @ 0.500000 C[0,0,1,1]
19.456073 6.069073 13.417073 @ 0.500000 C[0,0,1,1]
23.755073 5.509073 14.204073 @ 0.500000 C[0,0,1,1]
13.437073 6.891073 13.228073 @ 0.500000 C[0,0,1,1]
16.037073 6.681073 13.832073 @ 0.500000 C[0,0,1,1]
16.994073 6.330073 13.808073 @ 0.500000 C[0,0,1,1]
17.952073 6.133073 13.301073 @ 0.500000 C[0,0,1,1]
20.058073 6.820073 13.930073 @ 0.500000 C[0,0,1,1]
21.807073 6.640073 13.960073 @ 0.500000 C[0,0,1,1]
23.167073 7.060073 13.721073 @ 0.500000 C[0,0,1,1]
22.173073 0.056073 12.534073 @ 0.500000 C[0,0,1,1]
19.060073 7.167073 13.376073 @ 0.500000 C[0,0,1,1]
12.996073 7.763073 13.519073 @ 0.500000 C[0,0,1,1]
14.007073 7.843073 13.248073 @ 0.500000 C[0,0,1,1]
15.281073 8.751073 13.703073 @ 0.500000 C[0,0,1,1]
17.105073 7.458073 13.529073 @ 0.500000 C[0,0,1,1]
18.547073 8.406073 13.371073 @ 0.500000 C[0,0,1,1]
19.214073 7.724073 14.090073 @ 0.500000 C[0,0,1,1]
20.158073 7.888073 13.630073 @ 0.500000 C[0,0,1,1]
23.922073 7.867073 13.054073 @ 0.500000 C[0,0,1,1]
12.829073 9.439073 13.579073 @ 0.500000 C[0,0,1,1]
15.142073 9.597073 14.226073 @ 0.500000 C[0,0,1,1]
16.491073 8.797073 13.326073 @ 0.500000 C[0,0,1,1]
17.057073 8.992073 14.007073 @ 0.500000 C[0,0,1,1]
19.266073 9.055073 13.547073 @ 0.500000 C[0,0,1,1]
20.874073 8.958073 13.044073 @ 0.500000 C[0,0,1,1]
23.298073 8.535073 13.385073 @ 0.500000 C[0,0,1,1]
14.248073 9.821073 14.000073 @ 0.500000 C[0,0,1,1]
20.441073 9.168073 13.965073 @ 0.500000 C[0,0,1,1]
21.011073 9.884073 13.571073 @ 0.500000 C[0,0,1,1]
21.413073 9.209073 14.107073 @ 0.500000 C[0,0,1,1]
23.092073 9.799073 12.871073 @ 0.500000 C[0,0,1,1]
13.907073 9.965073 13.081073 @ 0.500000 C[0,0,1,1]
17.971073 10.969073 13.448073 @ 0.500000 C[0,0,1,1]
18.527073 9.998073 13.833073 @ 0.500000 C[0,0,1,1]
19.602073 11.220073 13.561073 @ 0.500000 C[0,0,1,1]
13.169073 10.515073 13.239073 @ 0.500000 C[0,0,1,1]
14.116073 11.152073 13.687073 @ 0.500000 C[0,0,1,1]
15.999073 11.889073 13.348073 @ 0.500000 C[0,0,1,1]
20.427073 10.872073 13.700073 @ 0.500000 C[0,0,1,1]
22.047073 11.630073 13.588073 @ 0.500000 C[0,0,1,1]
23.799073 11.868073 14.411073 @ 0.500000 C[0,0,1,1]
20.368073 11.706073 13.066073 @ 0.500000 C[0,0,1,1]
15.195073 12.183073 13.861073 @ 0.500000 C[0,0,1,1]
18.074073 11.857073 13.131073 @ 0.500000 C[0,0,1,1]
18.662073 11.871073 14.379073 @ 0.500000 C[0,0,1,1]
21.381073 12.188073 13.077073 @ 0.500000 C[0,0,1,1]
18.331073 0.426073 14.382073 @ 0.500000 C[0,0,1,1]
20.478073 0.368073 13.980073 @ 0.500000 C[0,0,1,1]
22.392073 0.633073 14.813073 @ 0.500000 C[0,0,1,1]
12.885073 12.010073 12.647073 @ 0.500000 C[0,0,1,1]
18.403073 1.255073 13.969073 @ 0.500000 C[0,0,1,1]
22.130073 1.420073 14.394073 @ 0.500000 C[0,0,1,1]
17.453073 2.462073 14.509073 @ 0.500000 C[0,0,1,1]
19.737073 1.915073 14.400073 @ 0.500000 C[0,0,1,1]
21.322073 1.577073 14.926073 @ 0.500000 C[0,0,1,1]
23.437073 2.343073 14.389073 @ 0.500000 C[0,0,1,1]
15.680073 8.273073 12.677073 @ 0.500000 C[0,0,1,1]
16.558073 2.493073 14.173073 @ 0.500000 C[0,0,1,1]
18.464073 3.108073 13.952073 @ 0.500000 C[0,0,1,1]
21.742073 2.602073 14.335073 @ 0.500000 C[0,0,1,1]
15.948073 3.297073 14.233073 @ 0.500000 C[0,0,1,1]
18.374073 4.061073 13.969073 @ 0.500000 C[0,0,1,1]
17.808073 3.250073 14.929073 @ 0.500000 C[0,0,1,1]
23.010073 3.338073 14.286073 @ 0.500000 C[0,0,1,1]
24.107073 3.215073 13.819073 @ 0.500000 C[0,0,1,1]
24.467073 2.654073 14.558073 @ 0.500000 C[0,0,1,1]
18.572073 4.776073 14.788073 @ 0.500000 C[0,0,1,1]
14.989073 5.153073 14.369073 @ 0.500000 C[0,0,1,1]
16.503073 4.527073 14.467073 @ 0.500000 C[0,0,1,1]
19.383073 4.942073 15.251073 @ 0.500000 C[0,0,1,1]
19.920073 5.225073 14.086073 @ 0.500000 C[0,0,1,1]
22.274073 4.479073 14.832073 @ 0.500000 C[0,0,1,1]
24.155073 4.380073 13.931073 @ 0.500000 C[0,0,1,1]
12.733073 5.656073 15.047073 @ 0.500000 C[0,0,1,1]
13.743073 5.988073 13.927073 @ 0.500000 C[0,0,1,1]
15.401073 5.699073 15.041073 @ 0.500000 C[0,0,1,1]
16.565073 5.832073 14.559073 @ 0.500000 C[0,0,1,1]
18.522073 5.983073 14.889073 @ 0.500000 C[0,0,1,1]
19.423073 6.075073 14.328073 @ 0.500000 C[0,0,1,1]
20.358073 5.806073 14.775073 @ 0.500000 C[0,0,1,1]
21.053073 5.801073 14.143073 @ 0.500000 C[0,0,1,1]
22.717073 5.367073 14.437073 @ 0.500000 C[0,0,1,1]
14.945073 6.230073 14.369073 @ 0.500000 C[0,0,1,1]
15.659073 6.880073 14.879073 @ 0.500000 C[0,0,1,1]
17.945073 7.055073 14.627073 @ 0.500000 C[0,0,1,1]
18.552073 6.624073 13.928073 @ 0.500000 C[0,0,1,1]
22.614073 6.269073 14.199073 @ 0.500000 C[0,0,1,1]
23.659073 6.564073 14.352073 @ 0.500000 C[0,0,1,1]
12.967073 7.520073 14.644073 @ 0.500000 C[0,0,1,1]
13.870073 7.767073 14.174073 @ 0.500000 C[0,0,1,1]
16.669073 7.282073 14.893073 @ 0.500000 C[0,0,1,1]
17.953073 7.834073 14.048073 @ 0.500000 C[0,0,1,1]
19.588073 7.823073 15.347073 @ 0.500000 C[0,0,1,1]
21.315073 7.068073 14.860073 @ 0.500000 C[0,0,1,1]
23.049073 7.193073 14.954073 @ 0.500000 C[0,0,1,1]
12.869073 8.396073 14.186073 @ 0.500000 C[0,0,1,1]
13.816073 8.624073 14.603073 @ 0.500000 C[0,0,1,1]
19.710073 8.504073 14.417073 @ 0.500000 C[0,0,1,1]
20.943073 8.100073 14.084073 @ 0.500000 C[0,0,1,1]
22.495073 7.976073 14.982073 @ 0.500000 C[0,0,1,1]
24.179073 7.713073 13.964073 @ 0.500000 C[0,0,1,1]
15.570073 9.076073 14.945073 @ 0.500000 C[0,0,1,1]
18.617073 8.735073 14.278073 @ 0.500000 C[0,0,1,1]
21.742073 8.269073 14.532073 @ 0.500000 C[0,0,1,1]
23.251073 8.555073 14.368073 @ 0.500000 C[0,0,1,1]
24.504073 8.774073 14.103073 @ 0.500000 C[0,0,1,1]
16.027073 10.595073 14.413073 @ 0.500000 C[0,0,1,1]
19.788073 9.661073 14.532073 @ 0.500000 C[0,0,1,1]
22.378073 9.709073 14.324073 @ 0.500000 C[0,0,1,1]
14.217073 11.595073 14.565073 @ 0.500000 C[0,0,1,1]
16.153073 9.900073 13.774073 @ 0.500000 C[0,0,1,1]
17.521073 9.697073 14.412073 @ 0.500000 C[0,0,1,1]
19.109073 10.656073 14.191073 @ 0.500000 C[0,0,1,1]
20.499073 10.612073 14.685073 @ 0.500000 C[0,0,1,1]
22.216073 10.701073 14.349073 @ 0.500000 C[0,0,1,1]
23.285073 9.717073 13.917073 @ 0.500000 C[0,0,1,1]
24.357073 10.535073 14.415073 @ 0.500000 C[0,0,1,1]
13.279073 10.417073 14.173073 @ 0.500000 C[0,0,1,1]
17.182073 11.384073 13.777073 @ 0.500000 C[0,0,1,1]
18.657073 11.048073 14.892073 @ 0.500000 C[0,0,1,1]
19.825073 11.304073 14.577073 @ 0.500000 C[0,0,1,1]
21.202073 11.098073 14.187073 @ 0.500000 C[0,0,1,1]
23.323073 11.064073 14.662073 @ 0.500000 C[0,0,1,1]
24.529073 12.170073 24.432073 @ 0.500000 C[0,0,1,1]
16.442073 11.866073 14.192073 @ 0.500000 C[0,0,1,1]
20.855073 11.622073 14.810073 @ 0.500000 C[0,0,1,1]
16.931073 11.861073 12.650073 @ 0.500000 C[0,0,1,1]
24.752073 12.068073 14.164073 @ 0.500000 C[0,0,1,1]
13.349073 5.659073 12.483073 @ 0.500000 C[0,0,1,1]
18.915073 0.988073 14.957073 @ 0.500000 C[0,0,1,1]
19.129073 0.060073 15.137073 @ 0.500000 C[0,0,1,1]
20.889073 0.331073 14.885073 @ 0.500000 C[0,0,1,1]
22.911073 0.449073 15.748073 @ 0.500000 C[0,0,1,1]
19.909073 0.587073 15.374073 @ 0.500000 C[0,0,1,1]
20.410073 1.314073 14.949073 @ 0.500000 C[0,0,1,1]
17.782073 1.341073 14.749073 @ 0.500000 C[0,0,1,1]
22.045073 2.151073 15.142073 @ 0.500000 C[0,0,1,1]
23.201073 1.480073 14.669073 @ 0.500000 C[0,0,1,1]
18.891073 2.110073 14.848073 @ 0.500000 C[0,0,1,1]
23.753073 2.287073 15.343073 @ 0.500000 C[0,0,1,1]
16.061073 3.245073 15.138073 @ 0.500000 C[0,0,1,1]
18.932073 2.981073 15.237073 @ 0.500000 C[0,0,1,1]
19.800073 3.932073 15.127073 @ 0.500000 C[0,0,1,1]
22.283073 3.461073 14.973073 @ 0.500000 C[0,0,1,1]
16.372073 4.923073 15.670073 @ 0.500000 C[0,0,1,1]
16.859073 3.789073 15.047073 @ 0.500000 C[0,0,1,1]
18.810073 4.384073 15.707073 @ 0.500000 C[0,0,1,1]
20.669073 3.709073 15.643073 @ 0.500000 C[0,0,1,1]
21.521073 3.932073 14.744073 @ 0.500000 C[0,0,1,1]
23.423073 3.346073 15.199073 @ 0.500000 C[0,0,1,1]
13.620073 5.698073 14.773073 @ 0.500000 C[0,0,1,1]
17.519073 4.478073 15.079073 @ 0.500000 C[0,0,1,1]
17.752073 5.293073 15.585073 @ 0.500000 C[0,0,1,1]
20.536073 4.704073 15.482073 @ 0.500000 C[0,0,1,1]
20.913073 4.941073 14.595073 @ 0.500000 C[0,0,1,1]
23.296073 4.880073 16.002073 @ 0.500000 C[0,0,1,1]
23.426073 4.926073 15.101073 @ 0.500000 C[0,0,1,1]
17.473073 5.999073 14.933073 @ 0.500000 C[0,0,1,1]
18.460073 5.848073 15.800073 @ 0.500000 C[0,0,1,1]
24.474073 6.362073 15.241073 @ 0.500000 C[0,0,1,1]
14.451073 6.544073 15.297073 @ 0.500000 C[0,0,1,1]
16.463073 6.451073 15.273073 @ 0.500000 C[0,0,1,1]
19.512073 6.285073 15.255073 @ 0.500000 C[0,0,1,1]
23.380073 6.826073 15.777073 @ 0.500000 C[0,0,1,1]
17.787073 7.735073 15.274073 @ 0.500000 C[0,0,1,1]
20.640073 7.665073 15.229073 @ 0.500000 C[0,0,1,1]
13.629073 8.229073 15.718073 @ 0.500000 C[0,0,1,1]
16.784073 8.184073 15.324073 @ 0.500000 C[0,0,1,1]
17.899073 8.838073 14.901073 @ 0.500000 C[0,0,1,1]
18.639073 7.969073 15.030073 @ 0.500000 C[0,0,1,1]
19.241073 8.783073 15.192073 @ 0.500000 C[0,0,1,1]
23.567073 8.492073 15.229073 @ 0.500000 C[0,0,1,1]
24.113073 7.403073 14.864073 @ 0.500000 C[0,0,1,1]
13.579073 9.102073 15.461073 @ 0.500000 C[0,0,1,1]
14.502073 8.843073 15.261073 @ 0.500000 C[0,0,1,1]
16.903073 9.085073 15.029073 @ 0.500000 C[0,0,1,1]
20.654073 8.644073 14.980073 @ 0.500000 C[0,0,1,1]
22.636073 9.039073 15.344073 @ 0.500000 C[0,0,1,1]
14.693073 10.379073 14.792073 @ 0.500000 C[0,0,1,1]
15.176073 9.835073 15.395073 @ 0.500000 C[0,0,1,1]
16.214073 9.832073 14.935073 @ 0.500000 C[0,0,1,1]
21.294073 10.102073 14.928073 @ 0.500000 C[0,0,1,1]
24.213073 9.517073 14.784073 @ 0.500000 C[0,0,1,1]
16.191073 10.857073 15.346073 @ 0.500000 C[0,0,1,1]
17.227073 10.585073 14.467073 @ 0.500000 C[0,0,1,1]
18.333073 9.913073 14.857073 @ 0.500000 C[0,0,1,1]
15.143073 11.332073 14.510073 @ 0.500000 C[0,0,1,1]
16.684073 11.768073 15.240073 @ 0.500000 C[0,0,1,1]
21.777073 10.937073 15.129073 @ 0.500000 C[0,0,1,1]
22.887073 11.672073 15.382073 @ 0.500000 C[0,0,1,1]
23.798073 10.892073 15.744073 @ 0.500000 C[0,0,1,1]
24.579073 11.137073 15.177073 @ 0.500000 C[0,0,1,1]
19.385073 11.890073 15.091073 @ 0.500000 C[0,0,1,1]
20.504073 11.956073 15.634073 @ 0.500000 C[0,0,1,1]
21.442073 12.389073 15.040073 @ 0.500000 C[0,0,1,1]
21.982073 0.258073 15.916073 @ 0.500000 C[0,0,1,1]
24.437073 6.017073 12.560073 @ 0.500000 C[0,0,1,1]
24.071073 10.121073 12.749073 @ 0.500000 C[0,0,1,1]
22.089073 1.155073 15.546073 @ 0.500000 C[0,0,1,1]
23.220073 1.391073 15.647073 @ 0.500000 C[0,0,1,1]
17.291073 1.777073 15.476073 @ 0.500000 C[0,0,1,1]
22.835073 2.492073 15.539073 @ 0.500000 C[0,0,1,1]
24.073073 1.721073 16.183073 @ 0.500000 C[0,0,1,1]
17.229073 2.773073 15.536073 @ 0.500000 C[0,0,1,1]
19.053073 2.071073 15.860073 @ 0.500000 C[0,0,1,1]
19.755073 3.197073 15.736073 @ 0.500000 C[0,0,1,1]
20.419073 2.111073 15.872073 @ 0.500000 C[0,0,1,1]
24.309073 2.644073 16.037073 @ 0.500000 C[0,0,1,1]
18.898073 2.971073 16.203073 @ 0.500000 C[0,0,1,1]
20.175073 3.355073 16.555073 @ 0.500000 C[0,0,1,1]
20.967073 2.878073 16.012073 @ 0.500000 C[0,0,1,1]
21.952073 3.091073 16.034073 @ 0.500000 C[0,0,1,1]
16.333073 4.007073 15.915073 @ 0.500000 C[0,0,1,1]
19.604073 4.380073 16.206073 @ 0.500000 C[0,0,1,1]
23.090073 3.961073 15.893073 @ 0.500000 C[0,0,1,1]
22.086073 5.276073 15.700073 @ 0.500000 C[0,0,1,1]
17.479073 6.542073 15.733073 @ 0.500000 C[0,0,1,1]
22.150073 6.118073 16.122073 @ 0.500000 C[0,0,1,1]
24.223073 5.474073 15.301073 @ 0.500000 C[0,0,1,1]
14.990073 7.304073 15.575073 @ 0.500000 C[0,0,1,1]
17.167073 6.888073 16.543073 @ 0.500000 C[0,0,1,1]
18.689073 6.748073 15.543073 @ 0.500000 C[0,0,1,1]
18.775073 6.668073 16.722073 @ 0.500000 C[0,0,1,1]
21.072073 6.052073 15.611073 @ 0.500000 C[0,0,1,1]
23.057073 5.941073 15.896073 @ 0.500000 C[0,0,1,1]
24.529073 6.903073 16.086073 @ 0.500000 C[0,0,1,1]
13.975073 7.375073 15.335073 @ 0.500000 C[0,0,1,1]
15.178073 7.966073 16.189073 @ 0.500000 C[0,0,1,1]
20.509073 6.772073 15.486073 @ 0.500000 C[0,0,1,1]
22.615073 7.726073 16.414073 @ 0.500000 C[0,0,1,1]
23.601073 7.983073 15.995073 @ 0.500000 C[0,0,1,1]
16.480073 8.971073 16.200073 @ 0.500000 C[0,0,1,1]
18.768073 7.978073 15.956073 @ 0.500000 C[0,0,1,1]
19.379073 8.544073 16.453073 @ 0.500000 C[0,0,1,1]
20.861073 8.004073 16.257073 @ 0.500000 C[0,0,1,1]
22.457073 8.608073 16.139073 @ 0.500000 C[0,0,1,1]
15.855073 9.802073 16.019073 @ 0.500000 C[0,0,1,1]
18.972073 9.568073 15.670073 @ 0.500000 C[0,0,1,1]
20.209073 8.601073 15.821073 @ 0.500000 C[0,0,1,1]
21.538073 9.015073 16.065073 @ 0.500000 C[0,0,1,1]
22.146073 9.708073 16.069073 @ 0.500000 C[0,0,1,1]
24.317073 9.223073 15.940073 @ 0.500000 C[0,0,1,1]
17.157073 10.397073 15.720073 @ 0.500000 C[0,0,1,1]
17.730073 9.658073 15.506073 @ 0.500000 C[0,0,1,1]
20.149073 9.861073 15.340073 @ 0.500000 C[0,0,1,1]
22.588073 10.278073 15.411073 @ 0.500000 C[0,0,1,1]
15.666073 11.011073 16.097073 @ 0.500000 C[0,0,1,1]
17.564073 11.279073 15.229073 @ 0.500000 C[0,0,1,1]
18.120073 10.666073 15.735073 @ 0.500000 C[0,0,1,1]
19.531073 10.568073 15.345073 @ 0.500000 C[0,0,1,1]
23.445073 9.909073 15.342073 @ 0.500000 C[0,0,1,1]
24.052073 3.267073 12.571073 @ 0.500000 C[0,0,1,1]
16.661073 11.415073 16.315073 @ 0.500000 C[0,0,1,1]
18.300073 11.868073 15.705073 @ 0.500000 C[0,0,1,1]
20.255073 10.889073 15.790073 @ 0.500000 C[0,0,1,1]
21.386073 11.238073 16.432073 @ 0.500000 C[0,0,1,1]
22.149073 11.410073 15.956073 @ 0.500000 C[0,0,1,1]
15.987073 12.283073 16.532073 @ 0.500000 C[0,0,1,1]
17.391073 12.392073 15.435073 @ 0.500000 C[0,0,1,1]
23.026073 12.031073 16.287073 @ 0.500000 C[0,0,1,1]
23.883073 11.827073 15.617073 @ 0.500000 C[0,0,1,1]
24.945073 11.106073 20.886073 @ 0.500000 C[0,0,1,1]
24.930073 3.456073 22.220073 @ 0.500000 C[0,0,1,1]
21.805073 1.688073 16.345073 @ 0.500000 C[0,0,1,1]
23.252073 1.724073 16.920073 @ 0.500000 C[0,0,1,1]
24.917073 1.341073 16.569073 @ 0.500000 C[0,0,1,1]
14.354073 5.965073 12.656073 @ 0.500000 C[0,0,1,1]
17.818073 2.959073 16.621073 @ 0.500000 C[0,0,1,1]
18.125073 2.258073 15.933073 @ 0.500000 C[0,0,1,1]
20.491073 2.061073 16.829073 @ 0.500000 C[0,0,1,1]
22.525073 2.557073 16.754073 @ 0.500000 C[0,0,1,1]
24.024073 3.410073 17.356073 @ 0.500000 C[0,0,1,1]
23.403073 1.873073 24.712073 @ 0.500000 C[0,0,1,1]
16.946073 3.352073 16.347073 @ 0.500000 C[0,0,1,1]
18.599073 3.915073 16.952073 @ 0.500000 C[0,0,1,1]
21.346073 3.473073 16.717073 @ 0.500000 C[0,0,1,1]
24.475073 3.631073 16.520073 @ 0.500000 C[0,0,1,1]
20.499073 4.238073 16.593073 @ 0.500000 C[0,0,1,1]
21.442073 5.417073 16.404073 @ 0.500000 C[0,0,1,1]
22.799073 4.347073 16.778073 @ 0.500000 C[0,0,1,1]
23.957073 4.453073 16.623073 @ 0.500000 C[0,0,1,1]
15.790073 5.214073 16.322073 @ 0.500000 C[0,0,1,1]
16.453073 4.762073 16.767073 @ 0.500000 C[0,0,1,1]
19.822073 5.878073 17.911073 @ 0.500000 C[0,0,1,1]
22.476073 5.215073 16.720073 @ 0.500000 C[0,0,1,1]
24.732073 5.381073 16.849073 @ 0.500000 C[0,0,1,1]
19.552073 5.849073 16.959073 @ 0.500000 C[0,0,1,1]
20.141073 5.913073 15.918073 @ 0.500000 C[0,0,1,1]
20.654073 6.081073 16.684073 @ 0.500000 C[0,0,1,1]
21.658073 5.860073 17.315073 @ 0.500000 C[0,0,1,1]
19.633073 6.752073 16.272073 @ 0.500000 C[0,0,1,1]
20.503073 7.039073 16.594073 @ 0.500000 C[0,0,1,1]
23.952073 6.188073 16.533073 @ 0.500000 C[0,0,1,1]
17.980073 7.307073 16.432073 @ 0.500000 C[0,0,1,1]
21.745073 7.825073 16.792073 @ 0.500000 C[0,0,1,1]
23.224073 6.588073 16.939073 @ 0.500000 C[0,0,1,1]
24.962073 7.114073 18.709073 @ 0.500000 C[0,0,1,1]
15.756073 8.596073 16.699073 @ 0.500000 C[0,0,1,1]
17.557073 8.124073 16.579073 @ 0.500000 C[0,0,1,1]
19.968073 7.934073 16.765073 @ 0.500000 C[0,0,1,1]
20.889073 8.644073 16.902073 @ 0.500000 C[0,0,1,1]
24.575073 8.064073 15.991073 @ 0.500000 C[0,0,1,1]
16.742073 9.961073 16.433073 @ 0.500000 C[0,0,1,1]
17.491073 9.393073 16.502073 @ 0.500000 C[0,0,1,1]
19.721073 9.450073 16.708073 @ 0.500000 C[0,0,1,1]
24.203073 9.888073 16.566073 @ 0.500000 C[0,0,1,1]
15.447073 10.333073 16.814073 @ 0.500000 C[0,0,1,1]
16.455073 10.367073 17.213073 @ 0.500000 C[0,0,1,1]
17.822073 10.303073 16.652073 @ 0.500000 C[0,0,1,1]
19.665073 10.811073 16.648073 @ 0.500000 C[0,0,1,1]
20.889073 10.396073 16.471073 @ 0.500000 C[0,0,1,1]
23.173073 9.407073 16.110073 @ 0.500000 C[0,0,1,1]
15.093073 11.614073 17.105073 @ 0.500000 C[0,0,1,1]
16.041073 11.386073 17.074073 @ 0.500000 C[0,0,1,1]
17.198073 10.958073 16.949073 @ 0.500000 C[0,0,1,1]
17.695073 11.643073 16.340073 @ 0.500000 C[0,0,1,1]
18.880073 11.127073 15.952073 @ 0.500000 C[0,0,1,1]
20.444073 11.349073 16.871073 @ 0.500000 C[0,0,1,1]
23.226073 10.298073 16.600073 @ 0.500000 C[0,0,1,1]
16.761073 12.179073 17.058073 @ 0.500000 C[0,0,1,1]
18.951073 11.994073 16.603073 @ 0.500000 C[0,0,1,1]
20.466073 1.530073 13.055073 @ 0.500000 C[0,0,1,1]
21.996073 12.265073 16.815073 @ 0.500000 C[0,0,1,1]
24.399073 12.437073 16.725073 @ 0.500000 C[0,0,1,1]
24.378073 11.516073 16.374073 @ 0.500000 C[0,0,1,1]
24.268073 11.014073 12.486073 @ 0.500000 C[0,0,1,1]
22.549073 1.189073 16.460073 @ 0.500000 C[0,0,1,1]
21.884073 2.911073 17.972073 @ 0.500000 C[0,0,1,1]
22.387073 1.828073 17.315073 @ 0.500000 C[0,0,1,1]
24.818073 2.677073 17.317073 @ 0.500000 C[0,0,1,1]
19.326073 3.348073 17.283073 @ 0.500000 C[0,0,1,1]
20.022073 2.681073 17.316073 @ 0.500000 C[0,0,1,1]
21.616073 2.550073 17.136073 @ 0.500000 C[0,0,1,1]
23.368073 2.721073 17.241073 @ 0.500000 C[0,0,1,1]
20.793073 3.528073 17.480073 @ 0.500000 C[0,0,1,1]
22.237073 3.583073 16.999073 @ 0.500000 C[0,0,1,1]
23.409073 4.252073 17.579073 @ 0.500000 C[0,0,1,1]
21.297073 12.173073 14.009073 @ 0.500000 C[0,0,1,1]
17.840073 4.803073 18.261073 @ 0.500000 C[0,0,1,1]
24.499073 4.386073 17.447073 @ 0.500000 C[0,0,1,1]
24.796073 9.472073 13.280073 @ 0.500000 C[0,0,1,1]
16.762073 5.411073 17.351073 @ 0.500000 C[0,0,1,1]
21.576073 4.707073 16.987073 @ 0.500000 C[0,0,1,1]
23.619073 5.235073 17.038073 @ 0.500000 C[0,0,1,1]
18.740073 5.530073 17.507073 @ 0.500000 C[0,0,1,1]
19.991073 6.742073 17.438073 @ 0.500000 C[0,0,1,1]
22.376073 5.637073 17.879073 @ 0.500000 C[0,0,1,1]
24.477073 6.017073 17.451073 @ 0.500000 C[0,0,1,1]
17.520073 6.925073 17.872073 @ 0.500000 C[0,0,1,1]
17.918073 6.410073 17.170073 @ 0.500000 C[0,0,1,1]
21.576073 6.734073 16.781073 @ 0.500000 C[0,0,1,1]
22.458073 6.602073 17.636073 @ 0.500000 C[0,0,1,1]
23.968073 7.059073 17.179073 @ 0.500000 C[0,0,1,1]
24.978073 7.597073 16.730073 @ 0.500000 C[0,0,1,1]
16.281073 8.402073 17.505073 @ 0.500000 C[0,0,1,1]
17.398073 7.957073 17.513073 @ 0.500000 C[0,0,1,1]
18.816073 7.734073 17.658073 @ 0.500000 C[0,0,1,1]
20.542073 8.084073 17.551073 @ 0.500000 C[0,0,1,1]
21.808073 8.042073 17.739073 @ 0.500000 C[0,0,1,1]
17.071073 8.801073 17.325073 @ 0.500000 C[0,0,1,1]
18.112073 8.817073 17.065073 @ 0.500000 C[0,0,1,1]
19.800073 9.234073 17.723073 @ 0.500000 C[0,0,1,1]
24.026073 9.046073 17.419073 @ 0.500000 C[0,0,1,1]
18.871073 9.464073 17.182073 @ 0.500000 C[0,0,1,1]
20.430073 9.989073 17.149073 @ 0.500000 C[0,0,1,1]
21.338073 9.879073 17.337073 @ 0.500000 C[0,0,1,1]
23.265073 9.609073 17.635073 @ 0.500000 C[0,0,1,1]
22.199073 10.226073 17.549073 @ 0.500000 C[0,0,1,1]
24.435073 10.621073 17.741073 @ 0.500000 C[0,0,1,1]
15.323073 10.881073 17.676073 @ 0.500000 C[0,0,1,1]
19.094073 10.887073 17.610073 @ 0.500000 C[0,0,1,1]
23.571073 10.890073 17.223073 @ 0.500000 C[0,0,1,1]
24.896073 11.378073 17.407073 @ 0.500000 C[0,0,1,1]
17.952073 12.377073 16.867073 @ 0.500000 C[0,0,1,1]
19.801073 11.979073 17.111073 @ 0.500000 C[0,0,1,1]
22.339073 11.660073 17.532073 @ 0.500000 C[0,0,1,1]
20.095073 2.373073 24.933073 @ 0.500000 C[0,0,1,1]
20.044073 0.799073 12.659073 @ 0.500000 C[0,0,1,1]
21.008073 2.436073 18.299073 @ 0.500000 C[0,0,1,1]
18.707073 3.233073 18.111073 @ 0.500000 C[0,0,1,1]
22.969073 2.927073 18.088073 @ 0.500000 C[0,0,1,1]
24.309073 6.108073 24.746073 @ 0.500000 C[0,0,1,1]
18.507073 4.103073 18.431073 @ 0.500000 C[0,0,1,1]
21.041073 3.989073 18.293073 @ 0.500000 C[0,0,1,1]
23.007073 4.161073 18.744073 @ 0.500000 C[0,0,1,1]
23.896073 3.937073 18.832073 @ 0.500000 C[0,0,1,1]
17.126073 5.469073 18.166073 @ 0.500000 C[0,0,1,1]
20.845073 5.229073 17.727073 @ 0.500000 C[0,0,1,1]
22.446073 4.206073 17.947073 @ 0.500000 C[0,0,1,1]
23.023073 5.282073 18.528073 @ 0.500000 C[0,0,1,1]
24.189073 5.091073 18.195073 @ 0.500000 C[0,0,1,1]
18.679073 5.396073 18.660073 @ 0.500000 C[0,0,1,1]
19.694073 5.385073 18.665073 @ 0.500000 C[0,0,1,1]
21.641073 4.742073 17.933073 @ 0.500000 C[0,0,1,1]
23.826073 6.029073 18.759073 @ 0.500000 C[0,0,1,1]
21.187073 7.098073 17.566073 @ 0.500000 C[0,0,1,1]
23.332073 6.020073 17.915073 @ 0.500000 C[0,0,1,1]
24.663073 6.208073 18.362073 @ 0.500000 C[0,0,1,1]
17.446073 7.652073 18.513073 @ 0.500000 C[0,0,1,1]
18.886073 6.780073 17.903073 @ 0.500000 C[0,0,1,1]
19.389073 7.456073 18.331073 @ 0.500000 C[0,0,1,1]
20.776073 7.437073 18.540073 @ 0.500000 C[0,0,1,1]
22.789073 7.483073 17.524073 @ 0.500000 C[0,0,1,1]
23.543073 7.145073 18.043073 @ 0.500000 C[0,0,1,1]
16.563073 8.100073 18.368073 @ 0.500000 C[0,0,1,1]
18.180073 8.628073 17.983073 @ 0.500000 C[0,0,1,1]
22.418073 7.376073 18.383073 @ 0.500000 C[0,0,1,1]
24.744073 8.468073 17.676073 @ 0.500000 C[0,0,1,1]
16.320073 9.022073 18.394073 @ 0.500000 C[0,0,1,1]
